date,ticker,name,market,close,volume,ma50,ma150,ma200,low_52w,high_52w,pct_above_low,pct_below_high,rs_rating,rs_line_up,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,pass_count,pass_all,data_warning,base_label
20260908,143240,사람인,KOSDAQ,17010,11975,16533.0,15832.0,15198.0,12570.0,18400.0,35.3,7.6,87.0,True,True,True,True,True,True,True,True,True,8,True,False,1a차
20260908,002810,삼영무역,KOSPI,21850,12794,21742.0,20577.0,19421.0,14510.0,24550.0,50.6,11.0,86.0,False,True,True,True,True,True,True,True,True,8,True,False,1b차
20260908,108670,LX하우시스,KOSPI,35350,20724,33467.0,32382.0,31650.0,27000.0,43000.0,30.9,17.8,86.0,True,True,True,True,True,True,True,True,True,8,True,False,베이스 없음
20260908,192440,슈피겐코리아,KOSDAQ,30000,4337,29276.0,27548.0,26350.0,21000.0,34950.0,42.9,14.2,86.0,False,True,True,True,True,True,True,True,True,8,True,False,1 형성중
20260908,066620,국보디자인,KOSDAQ,26100,3820,24368.0,23719.0,23318.0,19660.0,27400.0,32.8,4.7,85.0,True,True,True,True,True,True,True,True,True,8,True,False,1a차
20260908,138040,메리츠금융지주,KOSPI,130800,185665,118936.0,115792.0,114012.0,98000.0,149800.0,33.5,12.7,85.0,True,True,True,True,True,True,True,True,True,8,True,False,1a차
20260908,228850,레이언스,KOSDAQ,7050,25100,6403.0,6186.0,5934.0,4835.0,8020.0,45.8,12.1,85.0,True,True,True,True,True,True,True,True,True,8,True,False,2 형성중
20260908,000700,유수홀딩스,KOSPI,6500,13871,6173.0,6098.0,6045.0,5000.0,7200.0,30.0,9.7,84.0,True,True,True,True,True,True,True,True,True,8,True,False,베이스 없음
20260908,004780,대륙제관,KOSDAQ,4290,55398,4024.0,3919.0,3834.0,3400.0,4310.0,26.2,0.5,84.0,False,True,True,True,True,True,True,True,True,8,True,False,베이스 없음
20260908,051360,토비스,KOSDAQ,11390,14363,10849.0,10481.0,10251.0,8210.0,13500.0,38.7,15.6,84.0,True,True,True,True,True,True,True,True,True,8,True,False,1 형성중
20260908,453340,현대그린푸드,KOSPI,18620,14794,18293.0,17070.0,16720.0,14650.0,19950.0,27.1,6.7,84.0,False,True,True,True,True,True,True,True,True,8,True,False,1 형성중
20260908,000815,삼성화재우,KOSPI,419000,5592,404710.0,395407.0,389015.0,323500.0,472500.0,29.5,11.3,82.0,True,True,True,True,True,True,True,True,True,8,True,False,1a차
20260908,021240,코웨이,KOSPI,99800,156126,94784.0,87283.0,86620.0,68800.0,109300.0,45.1,8.7,82.0,True,True,True,True,True,True,True,True,True,8,True,False,1 형성중
20260908,049960,쎌바이오텍,KOSDAQ,15500,12391,15461.0,15332.0,14808.0,11350.0,18500.0,36.6,16.2,78.0,False,True,True,True,True,True,True,True,True,8,True,False,1 형성중
20260908,002960,한국쉘석유,KOSPI,502000,1415,500450.0,493553.0,483270.0,401000.0,620000.0,25.2,19.0,77.0,False,True,True,True,True,True,True,True,True,8,True,False,2 형성중
20260908,031510,오스템,KOSDAQ,1128,79406,1116.0,1072.0,1069.0,851.0,1324.0,32.5,14.8,74.0,False,True,True,True,True,True,True,True,True,8,True,False,1 형성중
20260908,002780,진흥기업,KOSPI,7040,270759,1090.0,980.0,907.0,621.0,8480.0,1033.7,17.0,99.0,True,True,True,True,True,True,True,True,True,8,True,True,베이스 없음
20260908,008040,사조동아원,KOSPI,8310,43366,1544.0,1215.0,1192.0,624.0,9030.0,1231.7,8.0,99.0,True,True,True,True,True,True,True,True,True,8,True,True,베이스 없음
20260908,000500,가온전선,KOSPI,227500,198092,193884.0,140755.0,116913.0,29229.0,352860.0,678.3,35.5,99.0,True,True,True,True,True,True,False,True,True,7,False,False,베이스 없음
20260908,009150,삼성전기,KOSPI,1370000,662079,1423660.0,1062017.0,861350.0,158000.0,2417000.0,767.1,43.3,99.0,False,True,True,True,True,True,False,True,False,6,False,False,1 형성중
20260908,010170,대한광통신,KOSDAQ,13700,16421068,11826.0,12628.0,10082.0,1049.0,31500.0,1206.0,56.5,99.0,False,True,True,True,False,True,False,True,True,6,False,False,2 형성중
20260908,036930,주성엔지니어링,KOSDAQ,194600,2525657,169006.0,131639.0,106153.0,26200.0,283000.0,642.7,31.2,99.0,True,True,True,True,True,True,False,True,True,7,False,False,2c차
20260908,043260,성호전자,KOSDAQ,16320,2184895,18703.0,31980.0,25876.0,1021.0,59600.0,1498.4,72.6,99.0,False,False,True,True,False,True,False,True,False,4,False,False,베이스 없음
20260908,079650,서산,KOSDAQ,7680,20456984,4830.0,2717.0,2399.0,952.0,10300.0,706.7,25.4,99.0,True,True,True,True,True,True,False,True,True,7,False,False,1b차
20260908,000660,SK하이닉스,KOSPI,1793000,4119139,1803020.0,1547913.0,1317850.0,253000.0,2987000.0,608.7,40.0,98.0,False,True,True,True,True,True,False,True,False,6,False,False,1 형성중
20260908,001820,삼화콘덴서,KOSPI,111700,495671,97478.0,81582.0,68824.0,25000.0,196800.0,346.8,43.2,98.0,True,True,True,True,True,True,False,True,True,7,False,False,1b차
20260908,006340,대원전선,KOSPI,13050,1909854,12966.0,9917.0,8370.0,2765.0,20300.0,372.0,35.7,98.0,False,True,True,True,True,True,False,True,True,7,False,False,2 형성중
20260908,009155,삼성전기우,KOSPI,497000,23018,507760.0,388517.0,320981.0,70500.0,1008000.0,605.0,50.7,98.0,False,True,True,True,True,True,False,True,False,6,False,False,1 형성중
20260908,017900,광전자,KOSPI,8180,14453226,6766.0,6712.0,5490.0,1760.0,22450.0,364.8,63.6,98.0,True,True,True,True,True,True,False,True,True,7,False,False,2 형성중
20260908,032580,피델릭스,KOSDAQ,4815,588286,4514.0,3142.0,2632.0,850.0,9790.0,466.5,50.8,98.0,True,True,True,True,True,True,False,True,True,7,False,False,1 형성중
20260908,046970,우리로,KOSDAQ,5060,1447925,4627.0,5294.0,4297.0,1206.0,16200.0,319.6,68.8,98.0,False,False,True,True,False,True,False,True,True,5,False,False,1a차
20260908,047040,대우건설,KOSPI,19970,26835543,16643.0,18544.0,14871.0,3320.0,40350.0,501.5,50.5,98.0,True,True,True,True,False,True,False,True,True,6,False,False,1b차
20260908,069540,빛과전자,KOSDAQ,3640,41803412,2504.0,2993.0,2470.0,592.0,8100.0,514.9,55.1,98.0,True,True,True,True,False,True,False,True,True,6,False,False,1a차
20260908,080220,제주반도체,KOSDAQ,73000,1224381,78014.0,67745.0,56652.0,14110.0,138000.0,417.4,47.1,98.0,False,True,True,True,True,True,False,True,False,6,False,False,1 형성중
20260908,095610,테스,KOSDAQ,148100,510649,151152.0,114125.0,96743.0,27950.0,236500.0,429.9,37.4,98.0,True,True,True,True,True,True,False,True,False,6,False,False,4 형성중
20260908,126640,화신정공,KOSDAQ,4415,1088484,4176.0,2779.0,2415.0,1230.0,7880.0,258.9,44.0,98.0,True,True,True,True,True,True,False,True,True,7,False,False,2 형성중
20260908,222800,심텍,KOSDAQ,121800,899225,109954.0,90751.0,80874.0,24000.0,164200.0,407.5,25.8,98.0,True,True,True,True,True,True,False,True,True,7,False,False,1a차
20260908,228340,동양파일,KOSDAQ,4295,9075338,3213.0,2426.0,2262.0,1550.0,7300.0,177.1,41.2,98.0,True,True,True,True,True,True,False,True,True,7,False,False,1a차
20260908,319660,피에스케이,KOSDAQ,125500,339313,146046.0,110880.0,92100.0,21100.0,219500.0,494.8,42.8,98.0,False,True,True,True,True,True,False,True,False,6,False,False,5 형성중
20260908,327260,RF머트리얼즈,KOSDAQ,34500,837683,29412.0,33262.0,27646.0,3121.0,63420.0,1005.4,45.6,98.0,True,True,True,True,False,True,False,True,True,6,False,False,베이스 없음
20260908,331920,셀레믹스,KOSDAQ,13990,12045,10680.0,10988.0,8934.0,2535.0,19840.0,451.9,29.5,98.0,True,True,True,True,False,True,False,True,True,6,False,False,1 형성중
20260908,402340,SK스퀘어,KOSPI,1131000,560679,1160980.0,963287.0,810112.0,137600.0,2189000.0,721.9,48.3,98.0,False,True,True,True,True,True,False,True,False,6,False,False,1 형성중
20260908,417840,저스템,KOSDAQ,13890,721774,11980.0,11054.0,9404.0,3009.0,22250.0,361.6,37.6,98.0,True,True,True,True,True,True,False,True,True,7,False,False,2 형성중
20260908,440110,파두,KOSDAQ,71000,487571,67252.0,70859.0,59180.0,10900.0,129400.0,551.4,45.1,98.0,False,True,True,True,False,True,False,True,True,6,False,False,1 형성중
20260908,004310,현대약품,KOSPI,10440,31962413,6154.0,8075.0,7844.0,3500.0,15960.0,198.3,34.6,97.0,True,True,True,True,False,True,False,True,True,6,False,False,베이스 없음
20260908,005930,삼성전자,KOSPI,269500,22563172,262930.0,244776.0,213418.0,67500.0,374500.0,299.3,28.0,97.0,False,True,True,True,True,True,False,True,True,7,False,False,3 형성중
20260908,006110,삼아알미늄,KOSPI,66700,173939,46284.0,49083.0,42927.0,19000.0,104600.0,251.1,36.2,97.0,True,True,True,True,False,True,False,True,True,6,False,False,1a차
