ticker,name,market,industry,score,verdict,insufficient,rs_rating,close,base_label,pivot,buy_low,buy_high,base_status,asof,grade_C,reason_C,grade_A,reason_A,grade_N,reason_N,grade_S,reason_S,grade_L,reason_L,grade_I,reason_I,market_cap,float_shares,shares_yoy,net_income,eps_yoy_q,eps_growth_3y
099520,DGI,KOSDAQ,(분류 없음),85.0,판정불가,"A,N,S,L,I",,1284,-,,,,-,20260831,B,"분기 EPS 20% 이상 증가 미계산(EPS 전년 대비 증가율 없음) / 일회성 이익 아님 통과(순이익/영업이익 1.4배) / 이익 증가 가속 미계산(비교할 직전 분기 증가율 없음) / [가점] 매출 증가 또는 가속(최근 +112.3%, +166.7%, +105.6%) / 핵심요소 미계산 2건으로 A등급 제외",데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,58141862016.0,,,-3300509726.0,,
230360,,KOSDAQ,,80.31,정상,A,91.0,16000,1a차,14300.0,14300.0,15015.0,매수범위 초과(추격 금지),20260831,C,분기 EPS 20% 이상 증가 미계산(EPS 전년 대비 증가율 없음) / 일회성 이익 아님 통과(순이익/영업이익 0.7배) / 이익 증가 가속 미계산(비교할 직전 분기 증가율 없음) / 핵심요소 미계산 2건으로 A등급 제외,데이터부족,핵심요소를 계산할 데이터가 없다,A,"52주 신고점 -5% 이내 통과(신고점 대비 -1.8%) / 베이스 돌파 통과(1a차, 피봇 14300.00) / [가점] 돌파 거래량 50일 평균 1.4배 이상(2.98배)",C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 12일),B,RS 등급 70 이상 통과(RS 91) / 업종 평균 RS 상위 20% 미계산(업종 미상) / 업종 내 RS 3위 이내 미계산(업종 미상) / [가점] RS 등급 80 이상(RS 91) / 핵심요소 미계산 2건으로 A등급 제외,C,기관+외국인 60일 누적 순매수 양수 통과(+77억원) / 기관+외국인 20일 누적 순매수 양수 미계산(20일 수급 자료 없음) / 핵심요소 미계산 1건으로 A등급 제외,,,,17687233782.0,,
0099X0,IBKS제25호스팩,KOSDAQ,Shell Companies,78.33,판정불가,"C,A,N",,2180,자료 부족,,,,-,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 14일),B,RS 등급 70 이상 미계산(RS 등급 없음) / 업종 평균 RS 상위 20% 통과(Shell Companies 상위 10%) / 업종 내 RS 3위 이내 미계산(업종 순위 계산 불가) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -0.9% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,C,기관+외국인 60일 누적 순매수 양수 통과(+4억원) / 기관+외국인 20일 누적 순매수 양수 미계산(20일 수급 자료 없음) / 핵심요소 미계산 1건으로 A등급 제외,13036400000.0,,,-24505511.0,,
0098T0,교보19호스팩,KOSDAQ,Shell Companies,78.33,판정불가,"C,A,N",,1995,자료 부족,,,,-,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 11일),B,RS 등급 70 이상 미계산(RS 등급 없음) / 업종 평균 RS 상위 20% 통과(Shell Companies 상위 10%) / 업종 내 RS 3위 이내 미계산(업종 순위 계산 불가) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -2.3% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,C,기관+외국인 60일 누적 순매수 양수 통과(+2억원) / 기관+외국인 20일 누적 순매수 양수 통과(+0억원),10783800000.0,,,-27967837.0,,
012510,,KOSPI,,72.81,정상,A,92.0,120000,1d차,97400.0,97400.0,102270.0,매수범위 초과(추격 금지),20260831,C,분기 EPS 20% 이상 증가 통과(2026 2Q +190.8%) / 일회성 이익 아님 통과(순이익/영업이익 0.7배) / 이익 증가 가속 통과(+190.8% 대 -19.0%),데이터부족,핵심요소를 계산할 데이터가 없다,D,"52주 신고점 -5% 이내 미통과(신고점 대비 -23.1%) / 베이스 돌파 통과(1d차, 피봇 97400.00)",A,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 3일) / [가점] 부채비율이 낮고 감소 중(50% -> 47% -> 44%),B,RS 등급 70 이상 통과(RS 92) / 업종 평균 RS 상위 20% 미계산(업종 미상) / 업종 내 RS 3위 이내 미계산(업종 미상) / [가점] RS 등급 80 이상(RS 92) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 +0.0% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,C,기관+외국인 60일 누적 순매수 양수 통과(+96억원) / 기관+외국인 20일 누적 순매수 양수 미계산(20일 수급 자료 없음) / 핵심요소 미계산 1건으로 A등급 제외,,,,92289152067.0,190.83,
0093G0,미래에셋비전스팩8호,KOSDAQ,Shell Companies,71.67,판정불가,"C,A,N",,1978,자료 부족,,,,-,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 4일),B,RS 등급 70 이상 미계산(RS 등급 없음) / 업종 평균 RS 상위 20% 통과(Shell Companies 상위 10%) / 업종 내 RS 3위 이내 미계산(업종 순위 계산 불가) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -0.8% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,D,기관+외국인 60일 누적 순매수 양수 통과(+0억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-1억원),12633600000.0,,,-921760.0,,
0068Y0,비엔케이제3호스팩,KOSDAQ,Shell Companies,71.67,판정불가,"C,A,N",,1980,자료 부족,,,,-,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 9일),B,RS 등급 70 이상 미계산(RS 등급 없음) / 업종 평균 RS 상위 20% 통과(Shell Companies 상위 10%) / 업종 내 RS 3위 이내 미계산(업종 순위 계산 불가) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -0.3% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,D,기관+외국인 60일 누적 순매수 양수 미통과(-0억원) / 기관+외국인 20일 누적 순매수 양수 통과(+0억원),8538110000.0,,,-8292626.0,,
0099W0,미래에셋비전스팩11호,KOSDAQ,Shell Companies,71.67,판정불가,"C,A,N",,1985,자료 부족,,,,-,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 5일),B,RS 등급 70 이상 미계산(RS 등급 없음) / 업종 평균 RS 상위 20% 통과(Shell Companies 상위 10%) / 업종 내 RS 3위 이내 미계산(업종 순위 계산 불가) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -0.4% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,D,기관+외국인 60일 누적 순매수 양수 통과(+5억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-1억원),13951000000.0,,,-4123850.0,,
0054V0,엔에이치스팩32호,KOSDAQ,Shell Companies,71.67,판정불가,"C,A,N",,2005,자료 부족,,,,-,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 10일),B,RS 등급 70 이상 미계산(RS 등급 없음) / 업종 평균 RS 상위 20% 통과(Shell Companies 상위 10%) / 업종 내 RS 3위 이내 미계산(업종 순위 계산 불가) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -0.7% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,D,기관+외국인 60일 누적 순매수 양수 통과(+2억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-1억원),12495165000.0,,,-47386053.0,,
0130H0,엔에이치스팩33호,KOSDAQ,Shell Companies,71.67,판정불가,"C,A,N",,2005,자료 부족,,,,-,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 2일),B,RS 등급 70 이상 미계산(RS 등급 없음) / 업종 평균 RS 상위 20% 통과(Shell Companies 상위 10%) / 업종 내 RS 3위 이내 미계산(업종 순위 계산 불가) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -0.7% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,D,기관+외국인 60일 누적 순매수 양수 통과(+7억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-1억원),15369200000.0,,,,,
0096B0,삼성스팩12호,KOSDAQ,Shell Companies,71.67,판정불가,"C,A,N",,1980,자료 부족,,,,-,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 4일),B,RS 등급 70 이상 미계산(RS 등급 없음) / 업종 평균 RS 상위 20% 통과(Shell Companies 상위 10%) / 업종 내 RS 3위 이내 미계산(업종 순위 계산 불가) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -1.3% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,D,기관+외국인 60일 누적 순매수 양수 통과(+5억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-0억원),13028400000.0,,,10320206.0,,
0131D0,키움히어로제2호스팩,KOSDAQ,Shell Companies,71.67,판정불가,"C,A,N",,1970,자료 부족,,,,-,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 1일),B,RS 등급 70 이상 미계산(RS 등급 없음) / 업종 평균 RS 상위 20% 통과(Shell Companies 상위 10%) / 업종 내 RS 3위 이내 미계산(업종 순위 계산 불가) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -0.7% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,D,기관+외국인 60일 누적 순매수 양수 통과(+15억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-0억원),12437010000.0,,,,,
0115H0,삼성스팩13호,KOSDAQ,Shell Companies,71.67,판정불가,"C,A,N",,2000,자료 부족,,,,-,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 2일),B,RS 등급 70 이상 미계산(RS 등급 없음) / 업종 평균 RS 상위 20% 통과(Shell Companies 상위 10%) / 업종 내 RS 3위 이내 미계산(업종 순위 계산 불가) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -0.9% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,D,기관+외국인 60일 누적 순매수 양수 통과(+7억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-0억원),14736750000.0,,,-20331640.0,,
0096D0,미래에셋비전스팩9호,KOSDAQ,Shell Companies,71.67,판정불가,"C,A,N",,1976,자료 부족,,,,-,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 5일),B,RS 등급 70 이상 미계산(RS 등급 없음) / 업종 평균 RS 상위 20% 통과(Shell Companies 상위 10%) / 업종 내 RS 3위 이내 미계산(업종 순위 계산 불가) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -1.9% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,D,기관+외국인 60일 누적 순매수 양수 통과(+1억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-1억원),10890000000.0,,,284531.0,,
0101C0,하나36호스팩,KOSDAQ,Shell Companies,71.67,판정불가,"C,A,N",,1978,자료 부족,,,,-,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 8일),B,RS 등급 70 이상 미계산(RS 등급 없음) / 업종 평균 RS 상위 20% 통과(Shell Companies 상위 10%) / 업종 내 RS 3위 이내 미계산(업종 순위 계산 불가) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -1.1% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,D,기관+외국인 60일 누적 순매수 양수 통과(+1억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-1억원),15317460000.0,,,-21965417.0,,
0105P0,유진스팩12호,KOSDAQ,Shell Companies,71.67,판정불가,"C,A,N",,1998,자료 부족,,,,-,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 8일),B,RS 등급 70 이상 미계산(RS 등급 없음) / 업종 평균 RS 상위 20% 통과(Shell Companies 상위 10%) / 업종 내 RS 3위 이내 미계산(업종 순위 계산 불가) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -0.9% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,D,기관+외국인 60일 누적 순매수 양수 통과(+3억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-1억원),11314340000.0,,,-16594955.0,,
0097F0,미래에셋비전스팩10호,KOSDAQ,Shell Companies,71.67,판정불가,"C,A,N",,1976,자료 부족,,,,-,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 4일),B,RS 등급 70 이상 미계산(RS 등급 없음) / 업종 평균 RS 상위 20% 통과(Shell Companies 상위 10%) / 업종 내 RS 3위 이내 미계산(업종 순위 계산 불가) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -0.5% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,D,기관+외국인 60일 누적 순매수 양수 통과(+3억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-1억원),12844000000.0,,,-15171648.0,,
0129K0,신한제18호스팩,KOSDAQ,Shell Companies,71.67,판정불가,"C,A,N",,1979,자료 부족,,,,-,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 3일),B,RS 등급 70 이상 미계산(RS 등급 없음) / 업종 평균 RS 상위 20% 통과(Shell Companies 상위 10%) / 업종 내 RS 3위 이내 미계산(업종 순위 계산 불가) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -0.9% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,D,기관+외국인 60일 누적 순매수 양수 통과(+17억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-1억원),11150080000.0,,,,,
0130D0,신한제17호스팩,KOSDAQ,Shell Companies,71.67,판정불가,"C,A,N",,1970,자료 부족,,,,-,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 2일),B,RS 등급 70 이상 미계산(RS 등급 없음) / 업종 평균 RS 상위 20% 통과(Shell Companies 상위 10%) / 업종 내 RS 3위 이내 미계산(업종 순위 계산 불가) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -1.1% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,D,기관+외국인 60일 누적 순매수 양수 통과(+2억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-1억원),10514460000.0,,,,,
466690,키움히어로제1호스팩,KOSDAQ,Shell Companies,71.15,정상,"A,N",,2000,자료 부족,,,,-,20260831,C,분기 EPS 20% 이상 증가 통과(2026 1Q +116.7%) / 일회성 이익 아님 미계산(순이익 또는 영업이익 없음) / 이익 증가 가속 미계산(비교할 직전 분기 증가율 없음) / 핵심요소 미계산 2건으로 A등급 제외,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 8일),B,RS 등급 70 이상 미계산(RS 등급 없음) / 업종 평균 RS 상위 20% 통과(Shell Companies 상위 10%) / 업종 내 RS 3위 이내 미계산(업종 순위 계산 불가) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 +0.0% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,D,기관+외국인 60일 누적 순매수 양수 통과(+2억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-0억원),10291900000.0,,,-29468350.0,116.67,
009780,엠에스씨,KOSDAQ,(분류 없음),70.75,정상,,71.0,7330,베이스 없음,,,,베이스 없음,20260831,A,"분기 EPS 20% 이상 증가 통과(2026 2Q +57.9%) / 일회성 이익 아님 통과(순이익/영업이익 0.8배) / 이익 증가 가속 통과(+57.9% 대 +4.1%) / [가점] 매출 증가 또는 가속(최근 -7.9%, -0.1%, +10.7%)",B,"3년 누적 EPS 증가율 25% 이상 통과(2022~2025 +26.9%) / 3년 연속 EPS 증가 통과(+1.8%, +17.9%, +5.7%) / [가점] 영업현금흐름이 순이익의 1.2배 이상(1.23배)",F,52주 신고점 -5% 이내 미통과(신고점 대비 -44.8%) / 베이스 돌파 미통과(베이스 없음),B,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 4일) / [가점] 부채비율이 낮고 감소 중(33% -> 35% -> 32%),B,RS 등급 70 이상 통과(RS 71) / 업종 평균 RS 상위 20% 미계산(업종 미상) / 업종 내 RS 3위 이내 미계산(업종 미상) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -1.9% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,D,기관+외국인 60일 누적 순매수 양수 미통과(-5억원) / 기관+외국인 20일 누적 순매수 양수 통과(+2억원),128480000000.0,,0.0,23008450071.0,57.88,26.893203883495147
257720,실리콘투,KOSDAQ,Household & Personal Products,70.0,정상,,91.0,54200,베이스 없음,,,,베이스 없음,20260831,A,"분기 EPS 20% 이상 증가 통과(2026 1Q +40.2%) / 일회성 이익 아님 통과(순이익/영업이익 0.9배) / 이익 증가 가속 통과(+40.2% 대 +5.6%  인접 분기 아님(회계 4분기 미공시)) / [가점] 매출 증가 또는 가속(최근 +76.3%, +41.1%, +51.8%) / [가점] 업종 내 강한 매출 종목 존재(Household & Personal Products 17종목)",B,"3년 누적 EPS 증가율 25% 이상 통과(2022~2025 +1381.7%) / 3년 연속 EPS 증가 통과(+239.2%, +215.4%, +38.5%) / [가점] 자기자본이익률 17% 이상(36.9%)",D,52주 신고점 -5% 이내 통과(신고점 대비 -3.4%) / 베이스 돌파 미통과(베이스 없음),A,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 13일) / [가점] 부채비율이 낮고 감소 중(37% -> 43% -> 36%) / [가점] 주식수 전년 대비 감소(-0.20%),D,RS 등급 70 이상 통과(RS 91) / 업종 평균 RS 상위 20% 미통과(Household & Personal Products 상위 26%) / 업종 내 RS 3위 이내 미통과(Household & Personal Products 8/48위) / [가점] RS 등급 80 이상(RS 91) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -12.4% 대 지수 -38.6%),C,기관+외국인 60일 누적 순매수 양수 통과(+566억원) / 기관+외국인 20일 누적 순매수 양수 통과(+493억원),3495214231600.0,,-0.2,168584659656.0,40.22,1381.720430107527
452260,한화갤러리아,KOSPI,Department Stores,70.0,정상,A,85.0,2045,베이스 없음,,,,베이스 없음,20260831,B,"분기 EPS 20% 이상 증가 통과(2026 1Q +81.8%) / 일회성 이익 아님 통과(순이익/영업이익 0.3배) / 이익 증가 가속 통과(+81.8% 대 -269.2%  인접 분기 아님(회계 4분기 미공시)) / [가점] 매출 증가 또는 가속(최근 +10.4%, -2.4%, +18.9%)",데이터부족,핵심요소를 계산할 데이터가 없다,F,52주 신고점 -5% 이내 미통과(신고점 대비 -50.4%) / 베이스 돌파 미통과(베이스 없음),C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 2일),A,RS 등급 70 이상 통과(RS 85) / 업종 평균 RS 상위 20% 통과(Department Stores 상위 9%) / 업종 내 RS 3위 이내 통과(Department Stores 3/10위) / [가점] RS 등급 80 이상(RS 85) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -29.6% 대 지수 -38.6%),C,기관+외국인 60일 누적 순매수 양수 통과(+34억원) / 기관+외국인 20일 누적 순매수 양수 통과(+1억원),394504306350.0,,0.0,3312714308.0,81.82,
217480,에스디생명공학,KOSDAQ,(분류 없음),70.0,정상,I,72.0,499,Stage2 아님,,,,베이스 없음,20260831,B,"분기 EPS 20% 이상 증가 통과(2026 1Q +63.3%) / 일회성 이익 아님 미계산(순이익 또는 영업이익 없음) / 이익 증가 가속 통과(+63.3% 대 -114.3%  인접 분기 아님(회계 4분기 미공시)) / [가점] 매출 증가 또는 가속(최근 -1.9%, -33.0%, -19.3%) / 핵심요소 미계산 1건으로 A등급 제외",C,"3년 누적 EPS 증가율 25% 이상 미계산(기준 연도 EPS가 0 이하이거나 값이 없어 증가율을 낼 수 없다) / 3년 연속 EPS 증가 통과(+93.7%, +9.0%, +79.2%) / 핵심요소 미계산 1건으로 A등급 제외",D,52주 신고점 -5% 이내 통과(신고점 대비 -0.0%) / 베이스 돌파 미통과(Stage2 아님),B,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 17일) / [가점] 부채비율이 낮고 감소 중(41% -> 51% -> 38%),C,RS 등급 70 이상 통과(RS 72) / 업종 평균 RS 상위 20% 미계산(업종 미상) / 업종 내 RS 3위 이내 미계산(업종 미상) / 핵심요소 미계산 2건으로 A등급 제외,데이터부족,핵심요소를 계산할 데이터가 없다,54756837359.0,,0.0,-7490121078.0,63.33,
092730,네오팜,KOSDAQ,(분류 없음),69.25,정상,,91.0,25050,베이스 없음,,,,베이스 없음,20260831,A,"분기 EPS 20% 이상 증가 통과(2026 1Q +20.8%) / 일회성 이익 아님 통과(순이익/영업이익 0.9배) / 이익 증가 가속 통과(+20.8% 대 -39.9%  인접 분기 아님(회계 4분기 미공시)) / [가점] 매출 증가 또는 가속(최근 +7.0%, +14.6%, +36.2%)",D,"3년 누적 EPS 증가율 25% 이상 통과(2021~2024 +30.2%) / 3년 연속 EPS 증가 미통과(-3.9%, -31.8%, +98.8%)",D,52주 신고점 -5% 이내 통과(신고점 대비 -3.7%) / 베이스 돌파 미통과(베이스 없음),C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 11일),B,RS 등급 70 이상 통과(RS 91) / 업종 평균 RS 상위 20% 미계산(업종 미상) / 업종 내 RS 3위 이내 미계산(업종 미상) / [가점] RS 등급 80 이상(RS 91) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -3.8% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,C,기관+외국인 60일 누적 순매수 양수 통과(+76억원) / 기관+외국인 20일 누적 순매수 양수 통과(+73억원),406309521150.0,,0.0,27822878316.0,20.83,30.242825607064017
094800,맵스리얼티,KOSPI,(분류 없음),68.75,정상,"C,A",91.0,7200,1a차,5900.0,5900.0,6195.0,매수범위 초과(추격 금지),20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,D,"52주 신고점 -5% 이내 미통과(신고점 대비 -12.1%) / 베이스 돌파 통과(1a차, 피봇 5900.00)",C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 3일),B,RS 등급 70 이상 통과(RS 91) / 업종 평균 RS 상위 20% 미계산(업종 미상) / 업종 내 RS 3위 이내 미계산(업종 미상) / [가점] RS 등급 80 이상(RS 91) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -7.3% 대 지수 -38.6%) / 핵심요소 미계산 2건으로 A등급 제외,C,기관+외국인 60일 누적 순매수 양수 통과(+120억원) / 기관+외국인 20일 누적 순매수 양수 통과(+47억원),662837123340.0,,,,,
466910,,KOSDAQ,,68.5,판정불가,"C,A,I",96.0,5640,베이스 없음,,,,베이스 없음,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,D,52주 신고점 -5% 이내 통과(신고점 대비 -1.7%) / 베이스 돌파 미통과(베이스 없음),C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 4일),B,RS 등급 70 이상 통과(RS 96) / 업종 평균 RS 상위 20% 미계산(업종 미상) / 업종 내 RS 3위 이내 미계산(업종 미상) / [가점] RS 등급 80 이상(RS 96) / 핵심요소 미계산 2건으로 A등급 제외,데이터부족,핵심요소를 계산할 데이터가 없다,,,,342437842.0,,
002810,삼영무역,KOSPI,Industrial Distribution,68.0,정상,,87.0,22450,1b차,21650.0,21650.0,22732.5,매수범위 내,20260831,A,"분기 EPS 20% 이상 증가 통과(2026 2Q +41.3%) / 일회성 이익 아님 통과(순이익/영업이익 2.6배) / 이익 증가 가속 통과(+41.3% 대 +13.3%) / [가점] 매출 증가 또는 가속(최근 -16.6%, -5.7%, +2.9%) / [가점] 업종 내 강한 매출 종목 존재(Industrial Distribution 2종목)",F,"3년 누적 EPS 증가율 25% 이상 미통과(2022~2025 +8.9%) / 3년 연속 EPS 증가 미통과(-7.0%, +13.3%, +3.3%)",D,"52주 신고점 -5% 이내 미통과(신고점 대비 -8.6%) / 베이스 돌파 통과(1b차, 피봇 21650.00)",A,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 9일) / [가점] 부채비율이 낮고 감소 중(18% -> 15% -> 14%) / [가점] 주식수 전년 대비 감소(-0.35%),A,RS 등급 70 이상 통과(RS 87) / 업종 평균 RS 상위 20% 통과(Industrial Distribution 상위 16%) / 업종 내 RS 3위 이내 통과(Industrial Distribution 3/7위) / [가점] RS 등급 80 이상(RS 87) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -4.4% 대 지수 -38.6%),C,기관+외국인 60일 누적 순매수 양수 통과(+10억원) / 기관+외국인 20일 누적 순매수 양수 통과(+1억원),410889593000.0,,-0.35,61352454987.0,41.33,8.873608385460109
