ticker,name,market,industry,score,verdict,insufficient,rs_rating,close,base_label,pivot,buy_low,buy_high,base_status,asof,grade_C,reason_C,grade_A,reason_A,grade_N,reason_N,grade_S,reason_S,grade_L,reason_L,grade_I,reason_I,market_cap,float_shares,shares_yoy,net_income,eps_yoy_q,eps_growth_3y
011500,한농화성,KOSPI,Chemicals,35.5,정상,,34.0,14160,베이스 없음,,,,베이스 없음,20260831,A,"분기 EPS 20% 이상 증가 통과(2026 2Q +1250.0%) / 일회성 이익 아님 통과(순이익/영업이익 0.8배) / 이익 증가 가속 통과(+1250.0% 대 +5.5%) / [가점] 매출 증가 또는 가속(최근 -17.0%, -4.9%, +36.6%) / [가점] 업종 내 강한 매출 종목 존재(Chemicals 15종목)",F,"3년 누적 EPS 증가율 25% 이상 미통과(2022~2025 -54.9%) / 3년 연속 EPS 증가 미통과(+44.6%, -63.8%, -13.9%) / [가점] 영업현금흐름이 순이익의 1.2배 이상(4.88배)",F,52주 신고점 -5% 이내 미통과(신고점 대비 -51.9%) / 베이스 돌파 미통과(베이스 없음),B,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 2일) / [가점] 부채비율이 낮고 감소 중(32% -> 29% -> 27%),F,RS 등급 70 이상 미통과(RS 34) / 업종 평균 RS 상위 20% 미통과(Chemicals 상위 47%) / 업종 내 RS 3위 이내 미통과(Chemicals 33/46위) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -34.5% 대 지수 -38.6%),C,기관+외국인 60일 누적 순매수 양수 통과(+63억원) / 기관+외국인 20일 누적 순매수 양수 통과(+8억원),217823995060.0,,2.24,3865665421.0,1250.0,-54.90196078431373
014570,고려제약,KOSDAQ,Drug Manufacturers - General,35.5,정상,,52.0,3475,Stage2 아님,,,,베이스 없음,20260831,A,"분기 EPS 20% 이상 증가 통과(2026 1Q +48.0%) / 일회성 이익 아님 통과(순이익/영업이익 -1.3배) / 이익 증가 가속 통과(+48.0% 대 -75.9%  인접 분기 아님(회계 4분기 미공시)) / [가점] 매출 증가 또는 가속(최근 +1.7%, +1.9%, +17.6%) / [가점] 업종 내 강한 매출 종목 존재(Drug Manufacturers - General 2종목)",F,"3년 누적 EPS 증가율 25% 이상 미통과(2022~2025 -45.0%) / 3년 연속 EPS 증가 미통과(-141.6%, +161.0%, +116.5%) / [가점] 영업현금흐름이 순이익의 1.2배 이상(2.01배)",F,52주 신고점 -5% 이내 미통과(신고점 대비 -26.1%) / 베이스 돌파 미통과(Stage2 아님),B,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 3일) / [가점] 부채비율이 낮고 감소 중(14% -> 12% -> 12%),F,RS 등급 70 이상 미통과(RS 52) / 업종 평균 RS 상위 20% 미통과(Drug Manufacturers - General 상위 90%) / 업종 내 RS 3위 이내 통과(Drug Manufacturers - General 1/6위) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -4.4% 대 지수 -38.6%),C,기관+외국인 60일 누적 순매수 양수 통과(+2억원) / 기관+외국인 20일 누적 순매수 양수 통과(+1억원),38280000000.0,,0.07,6512029112.0,48.0,-45.02283105022831
038010,제일테크노스,KOSDAQ,Steel,35.5,정상,,49.0,5490,베이스 없음,,,,베이스 없음,20260831,A,"분기 EPS 20% 이상 증가 통과(2026 1Q +153.9%) / 일회성 이익 아님 통과(순이익/영업이익 2.9배) / 이익 증가 가속 통과(+153.9% 대 -7.8%  인접 분기 아님(회계 4분기 미공시)) / [가점] 매출 증가 또는 가속(최근 -17.9%, +0.6%, +14.7%) / [가점] 업종 내 강한 매출 종목 존재(Steel 11종목)",F,"3년 누적 EPS 증가율 25% 이상 미통과(2022~2025 -8.1%) / 3년 연속 EPS 증가 미통과(+139.6%, -20.1%, -52.0%) / [가점] 영업현금흐름이 순이익의 1.2배 이상(1.28배)",F,52주 신고점 -5% 이내 미통과(신고점 대비 -31.3%) / 베이스 돌파 미통과(베이스 없음),B,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 5일) / [가점] 부채비율이 낮고 감소 중(42% -> 25% -> 21%),F,RS 등급 70 이상 미통과(RS 49) / 업종 평균 RS 상위 20% 미통과(Steel 상위 44%) / 업종 내 RS 3위 이내 미통과(Steel 32/53위) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -14.1% 대 지수 -38.6%),C,기관+외국인 60일 누적 순매수 양수 통과(+10억원) / 기관+외국인 20일 누적 순매수 양수 통과(+2억원),49680000000.0,,4.24,10221141565.0,153.9,-8.083140877598153
178920,PI첨단소재,KOSPI,Specialty Chemicals,35.5,정상,,69.0,20100,베이스 없음,,,,베이스 없음,20260831,A,"분기 EPS 20% 이상 증가 통과(2026 1Q +82.7%) / 일회성 이익 아님 통과(순이익/영업이익 0.8배) / 이익 증가 가속 통과(+82.7% 대 +31.1%  인접 분기 아님(회계 4분기 미공시)) / [가점] 매출 증가 또는 가속(최근 +6.0%, -0.1%, +6.9%) / [가점] 업종 내 강한 매출 종목 존재(Specialty Chemicals 25종목)",F,"3년 누적 EPS 증가율 25% 이상 미통과(2022~2025 -33.5%) / 3년 연속 EPS 증가 미통과(-103.9%, +1342.6%, +36.5%) / [가점] 영업현금흐름이 순이익의 1.2배 이상(2.58배)",F,52주 신고점 -5% 이내 미통과(신고점 대비 -37.5%) / 베이스 돌파 미통과(베이스 없음),B,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 3일) / [가점] 부채비율이 낮고 감소 중(39% -> 36% -> 24%),F,RS 등급 70 이상 미통과(RS 69) / 업종 평균 RS 상위 20% 미통과(Specialty Chemicals 상위 56%) / 업종 내 RS 3위 이내 미통과(Specialty Chemicals 17/72위) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -24.1% 대 지수 -38.6%),C,기관+외국인 60일 누적 순매수 양수 통과(+100억원) / 기관+외국인 20일 누적 순매수 양수 통과(+1억원),568531993920.0,,0.0,30385165747.0,82.74,-33.52601156069364
228340,동양파일,KOSDAQ,Building Materials,35.5,정상,,95.0,3105,1 형성중,3995.0,3995.0,4194.75,베이스 형성중,20260831,B,분기 EPS 20% 이상 증가 통과(2026 1Q +193.3%) / 일회성 이익 아님 통과(순이익/영업이익 1.0배) / 이익 증가 가속 통과(+193.3% 대 -4950.0%  인접 분기 아님(회계 4분기 미공시)) / [가점] 업종 내 강한 매출 종목 존재(Building Materials 2종목),F,"3년 누적 EPS 증가율 25% 이상 미통과(2022~2025 -248.2%) / 3년 연속 EPS 증가 미통과(+5.3%, -202.3%, -37.5%)",F,52주 신고점 -5% 이내 미통과(신고점 대비 -57.5%) / 베이스 돌파 미통과(1 형성중 (아직 돌파 전)),B,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 17일) / [가점] 부채비율이 낮고 감소 중(5% -> 4% -> 5%),D,RS 등급 70 이상 통과(RS 95) / 업종 평균 RS 상위 20% 미통과(Building Materials 상위 60%) / 업종 내 RS 3위 이내 통과(Building Materials 1/24위) / [가점] RS 등급 80 이상(RS 95) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 +0.0% 대 지수 -38.6%),F,기관+외국인 60일 누적 순매수 양수 미통과(-7억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-9억원),57000000000.0,,0.0,-7267277851.0,193.33,-248.16326530612244
032560,황금에스티,KOSPI,Steel,35.5,정상,,64.0,5680,베이스 없음,,,,베이스 없음,20260831,A,"분기 EPS 20% 이상 증가 통과(2026 1Q +49.2%) / 일회성 이익 아님 통과(순이익/영업이익 1.0배) / 이익 증가 가속 통과(+49.2% 대 -12.3%  인접 분기 아님(회계 4분기 미공시)) / [가점] 매출 증가 또는 가속(최근 -3.9%, +20.8%, +31.5%) / [가점] 업종 내 강한 매출 종목 존재(Steel 11종목)",F,"3년 누적 EPS 증가율 25% 이상 미통과(2022~2025 -55.4%) / 3년 연속 EPS 증가 미통과(-40.3%, -32.2%, +10.3%)",F,52주 신고점 -5% 이내 미통과(신고점 대비 -13.7%) / 베이스 돌파 미통과(베이스 없음),B,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 5일) / [가점] 부채비율이 낮고 감소 중(22% -> 20% -> 21%),F,RS 등급 70 이상 미통과(RS 64) / 업종 평균 RS 상위 20% 미통과(Steel 상위 44%) / 업종 내 RS 3위 이내 미통과(Steel 23/53위) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -2.4% 대 지수 -38.6%),C,기관+외국인 60일 누적 순매수 양수 통과(+1억원) / 기관+외국인 20일 누적 순매수 양수 통과(+5억원),97410000000.0,,0.0,21229524874.0,49.23,-55.420168067226896
036570,NC,KOSPI,Electronic Gaming & Multimedia,35.5,정상,,64.0,224500,베이스 없음,,,,베이스 없음,20260831,A,"분기 EPS 20% 이상 증가 통과(2026 1Q +294.0%) / 일회성 이익 아님 통과(순이익/영업이익 0.8배) / 이익 증가 가속 통과(+294.0% 대 -30.9%  인접 분기 아님(회계 4분기 미공시)) / [가점] 매출 증가 또는 가속(최근 -1.3%, +54.7%, +101.5%) / [가점] 업종 내 강한 매출 종목 존재(Electronic Gaming & Multimedia 7종목)",F,"3년 누적 EPS 증가율 25% 이상 미통과(2022~2025 -16.7%) / 3년 연속 EPS 증가 미통과(-51.3%, -54.7%, +278.1%)",F,52주 신고점 -5% 이내 미통과(신고점 대비 -34.6%) / 베이스 돌파 미통과(베이스 없음),B,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 2일) / [가점] 부채비율이 낮고 감소 중(26% -> 23% -> 22%),F,RS 등급 70 이상 미통과(RS 64) / 업종 평균 RS 상위 20% 미통과(Electronic Gaming & Multimedia 상위 75%) / 업종 내 RS 3위 이내 미통과(Electronic Gaming & Multimedia 8/27위) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -19.2% 대 지수 -38.6%),C,"기관+외국인 60일 누적 순매수 양수 통과(+1,273억원) / 기관+외국인 20일 누적 순매수 양수 통과(+20억원)",4847404950000.0,,-0.0,347421554268.0,294.04,-16.68530947054437
473980,노머스,KOSDAQ,Specialty Business Services,35.5,정상,,14.0,11800,Stage2 아님,,,,베이스 없음,20260831,A,"분기 EPS 20% 이상 증가 통과(2026 2Q +50.9%) / 일회성 이익 아님 통과(순이익/영업이익 1.3배) / 이익 증가 가속 통과(+50.9% 대 -16.2%) / [가점] 매출 증가 또는 가속(최근 -2.9%, +0.7%) / [가점] 업종 내 강한 매출 종목 존재(Specialty Business Services 3종목)",F,"3년 누적 EPS 증가율 25% 이상 미계산(기준 연도 EPS가 0 이하이거나 값이 없어 증가율을 낼 수 없다) / 3년 연속 EPS 증가 미통과(-78.6%, +120.7%, +33.0%) / 핵심요소 미계산 1건으로 A등급 제외",F,52주 신고점 -5% 이내 미통과(신고점 대비 -68.9%) / 베이스 돌파 미통과(Stage2 아님),B,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 6일) / [가점] 부채비율이 낮고 감소 중(13% -> 10%),F,RS 등급 70 이상 미통과(RS 14) / 업종 평균 RS 상위 20% 미통과(Specialty Business Services 상위 43%) / 업종 내 RS 3위 이내 미통과(Specialty Business Services 13/13위) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -16.7% 대 지수 -38.6%),C,기관+외국인 60일 누적 순매수 양수 통과(+48억원) / 기관+외국인 20일 누적 순매수 양수 통과(+1억원),131137161600.0,,1.75,14847399441.0,50.91,
023000,삼원강재,KOSPI,Auto Parts,35.5,정상,,61.0,2210,베이스 없음,,,,베이스 없음,20260831,A,"분기 EPS 20% 이상 증가 통과(2026 1Q +22.9%) / 일회성 이익 아님 통과(순이익/영업이익 1.7배) / 이익 증가 가속 통과(+22.9% 대 +15.7%  인접 분기 아님(회계 4분기 미공시)) / [가점] 매출 증가 또는 가속(최근 +3.6%, -3.4%, -2.6%) / [가점] 업종 내 강한 매출 종목 존재(Auto Parts 12종목)",F,"3년 누적 EPS 증가율 25% 이상 미통과(2022~2025 -17.7%) / 3년 연속 EPS 증가 미통과(+27.8%, -20.3%, -19.2%) / [가점] 영업현금흐름이 순이익의 1.2배 이상(3.11배)",F,52주 신고점 -5% 이내 미통과(신고점 대비 -13.8%) / 베이스 돌파 미통과(베이스 없음),B,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 10일) / [가점] 부채비율이 낮고 감소 중(20% -> 14% -> 16%),F,RS 등급 70 이상 미통과(RS 61) / 업종 평균 RS 상위 20% 미통과(Auto Parts 상위 56%) / 업종 내 RS 3위 이내 미통과(Auto Parts 41/118위) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -1.4% 대 지수 -38.6%),C,기관+외국인 60일 누적 순매수 양수 통과(+2억원) / 기관+외국인 20일 누적 순매수 양수 통과(+1억원),88024002540.0,,0.0,10701625840.0,22.95,-17.737003058103976
150900,파수AI,KOSDAQ,Software - Infrastructure,35.5,정상,,44.0,3560,Stage2 아님,,,,베이스 없음,20260831,A,"분기 EPS 20% 이상 증가 통과(2026 1Q +29.0%) / 일회성 이익 아님 통과(순이익/영업이익 1.0배) / 이익 증가 가속 통과(+29.0% 대 -128.6%  인접 분기 아님(회계 4분기 미공시)) / [가점] 매출 증가 또는 가속(최근 +1.3%, +6.8%, +22.7%) / [가점] 업종 내 강한 매출 종목 존재(Software - Infrastructure 12종목)",F,"3년 누적 EPS 증가율 25% 이상 미통과(2022~2025 -48.5%) / 3년 연속 EPS 증가 미통과(-15.8%, +2.6%, -40.4%) / [가점] 영업현금흐름이 순이익의 1.2배 이상(1.20배)",F,52주 신고점 -5% 이내 미통과(신고점 대비 -48.3%) / 베이스 돌파 미통과(Stage2 아님),B,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 2일) / [가점] 부채비율이 낮고 감소 중(25% -> 27% -> 22%),F,RS 등급 70 이상 미통과(RS 44) / 업종 평균 RS 상위 20% 미통과(Software - Infrastructure 상위 85%) / 업종 내 RS 3위 이내 미통과(Software - Infrastructure 16/43위) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -14.7% 대 지수 -38.6%),C,기관+외국인 60일 누적 순매수 양수 통과(+12억원) / 기관+외국인 20일 누적 순매수 양수 통과(+3억원),42602276080.0,,0.16,2720521326.0,29.02,-48.46491228070175
007120,미래아이앤지,KOSPI,Security & Protection Services,35.5,정상,,80.0,1205,Stage2 아님,,,,베이스 없음,20260831,B,분기 EPS 20% 이상 증가 통과(2026 1Q +287.5%) / 일회성 이익 아님 통과(순이익/영업이익 -19.2배) / 이익 증가 가속 통과(+287.5% 대 -300.0%  인접 분기 아님(회계 4분기 미공시)) / [가점] 업종 내 강한 매출 종목 존재(Security & Protection Services 3종목),F,"3년 누적 EPS 증가율 25% 이상 미계산(기준 연도 EPS가 0 이하이거나 값이 없어 증가율을 낼 수 없다) / 3년 연속 EPS 증가 미통과(-207.0%, +15.0%, +68.3%) / 핵심요소 미계산 1건으로 A등급 제외",F,52주 신고점 -5% 이내 미통과(신고점 대비 -59.7%) / 베이스 돌파 미통과(Stage2 아님),B,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 6일) / [가점] 부채비율이 낮고 감소 중(31% -> 32% -> 31%),D,RS 등급 70 이상 통과(RS 80) / 업종 평균 RS 상위 20% 미통과(Security & Protection Services 상위 31%) / 업종 내 RS 3위 이내 통과(Security & Protection Services 3/9위) / [가점] RS 등급 80 이상(RS 80) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -16.6% 대 지수 -38.6%),F,기관+외국인 60일 누적 순매수 양수 미통과(-3억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-1억원),32842383028.0,,0.0,-2599733229.0,287.5,
052220,iMBC,KOSDAQ,(분류 없음),35.5,정상,,13.0,1800,베이스 없음,,,,베이스 없음,20260831,A,"분기 EPS 20% 이상 증가 통과(2026 1Q +1350.0%) / 일회성 이익 아님 통과(순이익/영업이익 2.7배) / 이익 증가 가속 통과(+1350.0% 대 -128.6%  인접 분기 아님(회계 4분기 미공시)) / [가점] 매출 증가 또는 가속(최근 -15.6%, -6.0%, +0.8%)",F,"3년 누적 EPS 증가율 25% 이상 미통과(2022~2025 -419.2%) / 3년 연속 EPS 증가 미통과(+23.3%, -5.6%, -374.1%)",F,52주 신고점 -5% 이내 미통과(신고점 대비 -58.4%) / 베이스 돌파 미통과(베이스 없음),B,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 1일) / [가점] 부채비율이 낮고 감소 중(18% -> 14% -> 14%),F,RS 등급 70 이상 미통과(RS 13) / 업종 평균 RS 상위 20% 미계산(업종 미상) / 업종 내 RS 3위 이내 미계산(업종 미상) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -24.4% 대 지수 -38.6%),C,기관+외국인 60일 누적 순매수 양수 통과(+4억원) / 기관+외국인 20일 누적 순매수 양수 통과(+1억원),41676000000.0,,0.0,-5433678446.0,1350.0,-419.1780821917808
003720,삼영,KOSPI,Packaging & Containers,35.0,정상,,56.0,6420,베이스 없음,,,,베이스 없음,20260831,A,"분기 EPS 20% 이상 증가 통과(2026 1Q +137.3%) / 일회성 이익 아님 통과(순이익/영업이익 0.9배) / 이익 증가 가속 통과(+137.3% 대 +76.3%  인접 분기 아님(회계 4분기 미공시)) / [가점] 매출 증가 또는 가속(최근 +33.0%, +54.5%, +61.9%) / [가점] 업종 내 강한 매출 종목 존재(Packaging & Containers 2종목)",D,"3년 누적 EPS 증가율 25% 이상 통과(2022~2025 +1150.0%) / 3년 연속 EPS 증가 미통과(+1643.8%, -56.5%, +64.6%) / [가점] 자기자본이익률 17% 이상(17.0%) / [가점] 영업현금흐름이 순이익의 1.2배 이상(1.23배)",F,52주 신고점 -5% 이내 미통과(신고점 대비 -54.1%) / 베이스 돌파 미통과(베이스 없음),C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 3일),F,RS 등급 70 이상 미통과(RS 56) / 업종 평균 RS 상위 20% 미통과(Packaging & Containers 상위 68%) / 업종 내 RS 3위 이내 미통과(Packaging & Containers 9/23위) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -31.2% 대 지수 -38.6%),F,기관+외국인 60일 누적 순매수 양수 미통과(-115억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-71억원),220660000000.0,,0.0,15048018071.0,137.31,1150.0
272550,삼양패키징,KOSPI,Packaging & Containers,35.0,정상,,48.0,10000,베이스 없음,,,,베이스 없음,20260831,A,"분기 EPS 20% 이상 증가 통과(2026 1Q +63.9%) / 일회성 이익 아님 통과(순이익/영업이익 0.8배) / 이익 증가 가속 통과(+63.9% 대 -777.8%  인접 분기 아님(회계 4분기 미공시)) / [가점] 매출 증가 또는 가속(최근 -14.4%, +1.4%, +9.5%) / [가점] 업종 내 강한 매출 종목 존재(Packaging & Containers 2종목)",D,"3년 누적 EPS 증가율 25% 이상 통과(2022~2025 +48.8%) / 3년 연속 EPS 증가 미통과(+107.3%, -18.7%, -11.8%) / [가점] 영업현금흐름이 순이익의 1.2배 이상(2.73배)",F,52주 신고점 -5% 이내 미통과(신고점 대비 -43.0%) / 베이스 돌파 미통과(베이스 없음),F,거래량 50일 평균 1.5배 급증일 존재 미통과(최근 50일 중 0일) / [가점] 부채비율이 낮고 감소 중(42% -> 43% -> 41%) / [가점] 주식수 전년 대비 감소(-1.71%),F,RS 등급 70 이상 미통과(RS 48) / 업종 평균 RS 상위 20% 미통과(Packaging & Containers 상위 68%) / 업종 내 RS 3위 이내 미통과(Packaging & Containers 10/23위) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -7.3% 대 지수 -38.6%),C,기관+외국인 60일 누적 순매수 양수 통과(+2억원) / 기관+외국인 20일 누적 순매수 양수 통과(+2억원),150684060000.0,,-1.71,17657382516.0,63.93,48.77734877734878
378850,화승알앤에이,KOSPI,Auto Parts,35.0,정상,,56.0,3010,베이스 없음,,,,베이스 없음,20260831,A,"분기 EPS 20% 이상 증가 통과(2026 1Q +115.4%) / 일회성 이익 아님 통과(순이익/영업이익 0.8배) / 이익 증가 가속 통과(+115.4% 대 -127.8%  인접 분기 아님(회계 4분기 미공시)) / [가점] 매출 증가 또는 가속(최근 -0.3%, +6.6%, +10.8%) / [가점] 업종 내 강한 매출 종목 존재(Auto Parts 12종목)",D,"3년 누적 EPS 증가율 25% 이상 통과(2022~2025 +43.7%) / 3년 연속 EPS 증가 미통과(+90.9%, +33.9%, -43.8%) / [가점] 영업현금흐름이 순이익의 1.2배 이상(2.73배)",F,52주 신고점 -5% 이내 미통과(신고점 대비 -33.1%) / 베이스 돌파 미통과(베이스 없음),C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 4일),F,RS 등급 70 이상 미통과(RS 56) / 업종 평균 RS 상위 20% 미통과(Auto Parts 상위 56%) / 업종 내 RS 3위 이내 미통과(Auto Parts 51/118위) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -11.5% 대 지수 -38.6%),F,기관+외국인 60일 누적 순매수 양수 미통과(-8억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-3억원),57170805230.0,,0.0,18233697739.0,115.36,43.712574850299404
267260,HD현대일렉트릭,KOSPI,Electrical Equipment & Parts,35.0,정상,,68.0,781000,베이스 없음,,,,베이스 없음,20260831,D,"분기 EPS 20% 이상 증가 통과(2026 1Q +35.0%) / 일회성 이익 아님 통과(순이익/영업이익 0.7배) / 이익 증가 가속 미통과(+35.0% 대 +63.5%  인접 분기 아님(회계 4분기 미공시)) / [가점] 매출 증가 또는 가속(최근 +42.6%, +2.1%, +26.0%) / [가점] 업종 내 강한 매출 종목 존재(Electrical Equipment & Parts 28종목)",A,"3년 누적 EPS 증가율 25% 이상 통과(2022~2025 +350.9%) / 3년 연속 EPS 증가 통과(+59.5%, +93.5%, +46.1%) / [가점] 자기자본이익률 17% 이상(36.0%) / [가점] 영업현금흐름이 순이익의 1.2배 이상(1.31배) / [가점] 이익 증가가 꾸준함(변동계수 0.30)",F,52주 신고점 -5% 이내 미통과(신고점 대비 -45.4%) / 베이스 돌파 미통과(베이스 없음),C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 2일),F,RS 등급 70 이상 미통과(RS 68) / 업종 평균 RS 상위 20% 미통과(Electrical Equipment & Parts 상위 37%) / 업종 내 RS 3위 이내 미통과(Electrical Equipment & Parts 26/60위),F,"기관+외국인 60일 누적 순매수 양수 미통과(-2,916억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-457억원)",29342367890000.0,,0.0,731816191305.0,35.04,350.90828533451486
002310,아세아제지,KOSPI,Paper & Paper Products,35.0,정상,,79.0,8540,베이스 없음,,,,베이스 없음,20260831,D,"분기 EPS 20% 이상 증가 미통과(2026 1Q -30.4%) / 일회성 이익 아님 통과(순이익/영업이익 0.9배) / 이익 증가 가속 미통과(-30.4% 대 +7.2%  인접 분기 아님(회계 4분기 미공시)) / [가점] 매출 증가 또는 가속(최근 -2.8%, +2.9%, +6.1%) / [가점] 업종 내 강한 매출 종목 존재(Paper & Paper Products 1종목)",F,"3년 누적 EPS 증가율 25% 이상 미통과(2022~2025 -64.0%) / 3년 연속 EPS 증가 미통과(-82.4%, +58.0%, +29.1%) / [가점] 영업현금흐름이 순이익의 1.2배 이상(2.60배)",F,52주 신고점 -5% 이내 미통과(신고점 대비 -25.0%) / 베이스 돌파 미통과(베이스 없음),A,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 3일) / [가점] 부채비율이 낮고 감소 중(19% -> 19% -> 18%) / [가점] 주식수 전년 대비 감소(-3.50%),D,RS 등급 70 이상 통과(RS 79) / 업종 평균 RS 상위 20% 미통과(Paper & Paper Products 상위 38%) / 업종 내 RS 3위 이내 미통과(Paper & Paper Products 4/14위) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -11.9% 대 지수 -38.6%),C,기관+외국인 60일 누적 순매수 양수 통과(+72억원) / 기관+외국인 20일 누적 순매수 양수 통과(+18억원),337687805600.0,,-3.5,29610213131.0,-30.36,-64.04174573055028
462520,조선내화,KOSPI,Building Materials,35.0,정상,A,58.0,13130,Stage2 아님,,,,베이스 없음,20260831,B,분기 EPS 20% 이상 증가 통과(2026 1Q +128.9%) / 일회성 이익 아님 통과(순이익/영업이익 -4.5배) / 이익 증가 가속 통과(+128.9% 대 -37.9%  인접 분기 아님(회계 4분기 미공시)) / [가점] 업종 내 강한 매출 종목 존재(Building Materials 2종목),데이터부족,핵심요소를 계산할 데이터가 없다,F,52주 신고점 -5% 이내 미통과(신고점 대비 -30.2%) / 베이스 돌파 미통과(Stage2 아님),C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 15일),F,RS 등급 70 이상 미통과(RS 58) / 업종 평균 RS 상위 20% 미통과(Building Materials 상위 60%) / 업종 내 RS 3위 이내 미통과(Building Materials 10/24위) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -8.3% 대 지수 -38.6%),D,기관+외국인 60일 누적 순매수 양수 통과(+2억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-1억원),156962424320.0,,0.0,3103297000.0,128.89,
415640,KB발해인프라,KOSPI,Asset Management,35.0,정상,"C,A",83.0,10580,베이스 없음,,,,베이스 없음,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,F,52주 신고점 -5% 이내 미통과(신고점 대비 -7.0%) / 베이스 돌파 미통과(베이스 없음),C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 3일),D,RS 등급 70 이상 통과(RS 83) / 업종 평균 RS 상위 20% 미통과(Asset Management 상위 61%) / 업종 내 RS 3위 이내 통과(Asset Management 2/14위) / [가점] RS 등급 80 이상(RS 83) / [가점] 조정 구간 하락폭이 지수보다 작음(종목 -1.3% 대 지수 -38.6%),D,기관+외국인 60일 누적 순매수 양수 통과(+82억원) / 기관+외국인 20일 누적 순매수 양수 미통과(-2억원),1280600976600.0,,,,,
45226K,한화갤러리아우,KOSPI,Department Stores,35.0,정상,"C,A",82.0,4035,베이스 없음,,,,베이스 없음,20260831,데이터부족,핵심요소를 계산할 데이터가 없다,데이터부족,핵심요소를 계산할 데이터가 없다,F,52주 신고점 -5% 이내 미통과(신고점 대비 -74.7%) / 베이스 돌파 미통과(베이스 없음),C,거래량 50일 평균 1.5배 급증일 존재 통과(최근 50일 중 5일),D,RS 등급 70 이상 통과(RS 82) / 업종 평균 RS 상위 20% 통과(Department Stores 상위 9%) / 업종 내 RS 3위 이내 미통과(Department Stores 6/10위) / [가점] RS 등급 80 이상(RS 82),D,기관+외국인 60일 누적 순매수 양수 미통과(-0억원) / 기관+외국인 20일 누적 순매수 양수 통과(+0억원),11777625850.0,,,,,
