ticker,name,market,sector,industry
246250,에스엘에스바이오,KOSDAQ,Healthcare,Diagnostics & Research
208860,다산디엠씨,KOSDAQ,Consumer Cyclical,Auto Parts
452160,제이엔비,KOSDAQ,Technology,Semiconductor Equipment & Materials
262840,아이퀘스트,KOSDAQ,Technology,Software - Application
064480,브리지텍,KOSDAQ,Technology,Information Technology Services
348030,모비릭스,KOSDAQ,Communication Services,Electronic Gaming & Multimedia
033340,좋은사람들,KOSDAQ,Consumer Cyclical,Apparel Manufacturing
079000,와토스코리아,KOSDAQ,,(분류 없음)
033050,제이엠아이,KOSDAQ,Technology,Computer Hardware
376930,노을,KOSDAQ,Healthcare,Diagnostics & Research
033830,티비씨,KOSDAQ,Communication Services,Entertainment
045510,정원엔시스,KOSDAQ,Technology,Electronics & Computer Distribution
012620,원일특강,KOSDAQ,Basic Materials,Steel
278650,HLB바이오스텝,KOSDAQ,Healthcare,Biotechnology
160550,NEW,KOSDAQ,Communication Services,Entertainment
215090,솔디펜스,KOSDAQ,Technology,Scientific & Technical Instruments
053950,경남제약,KOSDAQ,,(분류 없음)
208710,포톤,KOSDAQ,Technology,Electronic Components
237820,플레이디,KOSDAQ,Communication Services,Advertising Agencies
035460,기산텔레콤,KOSDAQ,Technology,Communication Equipment
131090,시큐브,KOSDAQ,Technology,Software - Infrastructure
465480,인스피언,KOSDAQ,Technology,Software - Infrastructure
458350,에스팀,KOSDAQ,Communication Services,Entertainment
311390,네오크레마,KOSDAQ,Basic Materials,Specialty Chemicals
016600,큐캐피탈,KOSDAQ,,(분류 없음)
215790,이노인스트루먼트,KOSDAQ,Technology,Communication Equipment
103840,우양,KOSDAQ,Consumer Defensive,Packaged Foods
038950,파인디지털,KOSDAQ,Technology,Communication Equipment
106240,파인테크닉스,KOSDAQ,,(분류 없음)
459550,알트,KOSDAQ,,(분류 없음)
388610,지에프씨생명과학,KOSDAQ,Healthcare,Biotechnology
068050,팬엔터테인먼트,KOSDAQ,,(분류 없음)
049470,비트플래닛,KOSDAQ,,(분류 없음)
452300,캡스톤파트너스,KOSDAQ,Financial Services,Asset Management
239610,에이치엘사이언스,KOSDAQ,Healthcare,Drug Manufacturers - Specialty & Generic
039290,인포뱅크,KOSDAQ,,(분류 없음)
452200,민테크,KOSDAQ,Industrials,Electrical Equipment & Parts
336060,웨이버스,KOSDAQ,Technology,Software - Application
462310,뉴키즈온,KOSDAQ,Consumer Cyclical,Apparel Manufacturing
297570,아틀라스링크,KOSDAQ,Technology,Computer Hardware
075970,동국알앤에스,KOSDAQ,Industrials,Building Products & Equipment
043220,티에스넥스젠,KOSDAQ,,(분류 없음)
060540,에스에이티,KOSDAQ,,(분류 없음)
348080,큐라티스,KOSDAQ,Healthcare,Biotechnology
053290,NE능률,KOSDAQ,,(분류 없음)
310870,디와이씨,KOSDAQ,Consumer Cyclical,Auto Parts
290090,트윔,KOSDAQ,Technology,Software - Application
093380,풍강,KOSDAQ,,(분류 없음)
089150,케이씨티,KOSDAQ,,(분류 없음)
096630,에스코넥,KOSDAQ,,(분류 없음)
206560,덱스터,KOSDAQ,Communication Services,Entertainment
026040,제이에스티나,KOSDAQ,Consumer Cyclical,Luxury Goods
368600,아이씨에이치,KOSDAQ,Technology,Electronic Components
351330,이삭엔지니어링,KOSDAQ,,(분류 없음)
088340,유라클,KOSDAQ,Technology,Software - Application
119500,포메탈,KOSDAQ,Industrials,Metal Fabrication
318010,팜스빌,KOSDAQ,Healthcare,Drug Manufacturers - Specialty & Generic
177830,파버나인,KOSDAQ,Technology,Electronic Components
476080,M83,KOSDAQ,Communication Services,Entertainment
276730,한울앤제주,KOSDAQ,Consumer Defensive,Beverages - Brewers
335810,프리시젼바이오,KOSDAQ,Healthcare,Medical Devices
109820,진매트릭스,KOSDAQ,Healthcare,Diagnostics & Research
444530,심플랫폼,KOSDAQ,Technology,Software - Application
464580,닷밀,KOSDAQ,Communication Services,Entertainment
031310,아이즈비전,KOSDAQ,,(분류 없음)
288620,에스프리즘,KOSDAQ,Industrials,Electrical Equipment & Parts
900070,글로벌에스엠,KOSDAQ,Industrials,Tools & Accessories
138070,신진에스엠,KOSDAQ,Industrials,Tools & Accessories
068100,케이웨더,KOSDAQ,Technology,Scientific & Technical Instruments
050110,캠시스,KOSDAQ,,(분류 없음)
016920,카스,KOSDAQ,,(분류 없음)
197140,디지캡,KOSDAQ,Technology,Software - Application
187270,신화콘텍,KOSDAQ,Technology,Electronic Components
123840,뉴온,KOSDAQ,Industrials,Specialty Industrial Machinery
069410,엔텔스,KOSDAQ,Technology,Software - Infrastructure
065950,웰크론,KOSDAQ,Consumer Cyclical,Textile Manufacturing
038620,위즈코프,KOSDAQ,Technology,Information Technology Services
001810,무림SP,KOSDAQ,Basic Materials,Paper & Paper Products
131220,대한과학,KOSDAQ,Technology,Scientific & Technical Instruments
069140,누리플랜,KOSDAQ,Industrials,Engineering & Construction
044480,빌리언스,KOSDAQ,Communication Services,Entertainment
355390,크라우드웍스,KOSDAQ,Technology,Software - Infrastructure
032750,삼진,KOSDAQ,Technology,Electronic Components
291230,엔피,KOSDAQ,Communication Services,Advertising Agencies
271830,팸텍,KOSDAQ,,(분류 없음)
099390,브레인즈컴퍼니,KOSDAQ,,(분류 없음)
475660,에스켐,KOSDAQ,Technology,Electronic Components
121890,에스디시스템,KOSDAQ,Industrials,Specialty Industrial Machinery
130500,GH신소재,KOSDAQ,Consumer Cyclical,Footwear & Accessories
238490,힘스,KOSDAQ,Technology,Semiconductor Equipment & Materials
054090,삼진엘앤디,KOSDAQ,,(분류 없음)
407400,꿈비,KOSDAQ,,(분류 없음)
188260,세니젠,KOSDAQ,Healthcare,Biotechnology
037370,EG,KOSDAQ,Basic Materials,Chemicals
464280,티디에스팜,KOSDAQ,Healthcare,Drug Manufacturers - General
351320,넥사다이내믹스,KOSDAQ,Financial Services,Shell Companies
290270,휴네시온,KOSDAQ,Technology,Software - Application
054940,엑사이엔씨,KOSDAQ,,(분류 없음)
109960,앱토크롬,KOSDAQ,,(분류 없음)
114630,폴라리스우노,KOSDAQ,Basic Materials,Specialty Chemicals
038880,아이에이,KOSDAQ,,(분류 없음)
058110,멕아이씨에스,KOSDAQ,,(분류 없음)
298060,풍전약품,KOSDAQ,Healthcare,Biotechnology
434480,모니터랩,KOSDAQ,,(분류 없음)
333050,이노테나,KOSDAQ,Technology,Software - Infrastructure
225220,제놀루션,KOSDAQ,Healthcare,Biotechnology
356890,싸이버원,KOSDAQ,Technology,Software - Infrastructure
057680,티사이언티픽,KOSDAQ,,(분류 없음)
148250,알엔투테크놀로지,KOSDAQ,Technology,Semiconductors
053060,세동,KOSDAQ,,(분류 없음)
016670,디모아,KOSDAQ,,(분류 없음)
376980,원티드랩,KOSDAQ,Communication Services,Internet Content & Information
065150,대산F&B,KOSDAQ,,(분류 없음)
367000,플래티어,KOSDAQ,,(분류 없음)
198940,한주라이트메탈,KOSDAQ,Consumer Cyclical,Auto Parts
021880,메이슨캐피탈,KOSDAQ,,(분류 없음)
455180,케이지에이,KOSDAQ,Industrials,Specialty Industrial Machinery
450520,인스웨이브,KOSDAQ,Technology,Information Technology Services
123750,알톤,KOSDAQ,Consumer Cyclical,Leisure
083660,CSA 코스믹,KOSDAQ,,(분류 없음)
097780,에코볼트,KOSDAQ,,(분류 없음)
288980,모아데이타,KOSDAQ,Technology,Software - Infrastructure
017000,신원종합개발,KOSDAQ,,(분류 없음)
083640,인콘,KOSDAQ,,(분류 없음)
195500,마니커에프앤지,KOSDAQ,Consumer Defensive,Packaged Foods
013720,청보,KOSDAQ,,(분류 없음)
095910,에스에너지,KOSDAQ,,(분류 없음)
300120,라온피플,KOSDAQ,Technology,Computer Hardware
039740,한국정보공학,KOSDAQ,,(분류 없음)
047080,한빛소프트,KOSDAQ,Communication Services,Electronic Gaming & Multimedia
290520,신도기연,KOSDAQ,Industrials,Specialty Industrial Machinery
032860,더라미,KOSDAQ,Industrials,Waste Management
080530,코디,KOSDAQ,Consumer Defensive,Household & Personal Products
318000,KBG,KOSDAQ,Basic Materials,Specialty Chemicals
035200,프럼파스트,KOSDAQ,,(분류 없음)
301300,바이브컴퍼니,KOSDAQ,Technology,Software - Application
462510,라메디텍,KOSDAQ,Healthcare,Medical Devices
254120,자비스,KOSDAQ,Industrials,Specialty Industrial Machinery
044780,에이치케이,KOSDAQ,Industrials,Specialty Industrial Machinery
376180,피코그램,KOSDAQ,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
267790,배럴,KOSDAQ,Consumer Cyclical,Apparel Manufacturing
032790,엠젠솔루션,KOSDAQ,Healthcare,Biotechnology
387570,파인메딕스,KOSDAQ,Healthcare,Medical Devices
007720,소노스퀘어,KOSDAQ,Industrials,Conglomerates
079170,한창산업,KOSDAQ,,(분류 없음)
406820,뷰티스킨,KOSDAQ,Consumer Defensive,Household & Personal Products
066910,손오공,KOSDAQ,,(분류 없음)
045300,성우테크론,KOSDAQ,Technology,Semiconductor Equipment & Materials
900310,컬러레이,KOSDAQ,Industrials,Consulting Services
070590,인티큐브,KOSDAQ,,(분류 없음)
199480,뱅크웨어글로벌,KOSDAQ,Technology,Software - Application
222980,한국맥널티,KOSDAQ,Consumer Defensive,Farm Products
237750,피앤씨테크,KOSDAQ,Industrials,Electrical Equipment & Parts
027040,서울전자통신,KOSDAQ,Technology,Electronic Components
363260,모비데이즈,KOSDAQ,Communication Services,Advertising Agencies
115160,휴맥스,KOSDAQ,Technology,Communication Equipment
187220,디티앤씨,KOSDAQ,Technology,Information Technology Services
232830,아이티센피엔에스,KOSDAQ,Technology,Software - Infrastructure
169330,엠브레인,KOSDAQ,Communication Services,Advertising Agencies
054780,키이스트,KOSDAQ,,(분류 없음)
139670,키네마스터,KOSDAQ,Technology,Software - Application
078590,휴림에이텍,KOSDAQ,,(분류 없음)
063760,이엘피,KOSDAQ,Technology,Scientific & Technical Instruments
073540,에프알텍,KOSDAQ,,(분류 없음)
051380,피씨디렉트,KOSDAQ,Technology,Electronics & Computer Distribution
018680,서울제약,KOSDAQ,Healthcare,Drug Manufacturers - Specialty & Generic
036480,대성미생물,KOSDAQ,Healthcare,Biotechnology
038530,케이바이오랩스,KOSDAQ,,(분류 없음)
257370,피엔티엠에스,KOSDAQ,Industrials,Specialty Industrial Machinery
019660,글로본,KOSDAQ,,(분류 없음)
397810,애드포러스,KOSDAQ,Communication Services,Advertising Agencies
134060,이퓨쳐,KOSDAQ,Communication Services,Publishing
033200,모아텍,KOSDAQ,Technology,Electronic Components
318020,포인트모바일,KOSDAQ,Technology,Communication Equipment
340440,세림B&G,KOSDAQ,Consumer Cyclical,Packaging & Containers
146060,율촌,KOSDAQ,Basic Materials,Steel
373170,엠아이큐브솔루션,KOSDAQ,Technology,Software - Infrastructure
060380,동양에스텍,KOSDAQ,,(분류 없음)
462980,아이지넷,KOSDAQ,Technology,Software - Application
048470,대동스틸,KOSDAQ,,(분류 없음)
208350,지란지교시큐리티,KOSDAQ,Technology,Software - Application
052300,오션인더블유,KOSDAQ,,(분류 없음)
085810,알티캐스트,KOSDAQ,,(분류 없음)
0010F0,보원케미칼,KOSDAQ,Basic Materials,Specialty Chemicals
289220,자이언트스텝,KOSDAQ,Communication Services,Entertainment
368970,오에스피,KOSDAQ,,(분류 없음)
219750,한국비티비,KOSDAQ,Healthcare,Medical Instruments & Supplies
296640,이노에이엑스,KOSDAQ,Technology,Software - Application
091340,S&K폴리텍,KOSDAQ,,(분류 없음)
210120,캔버스엔,KOSDAQ,Communication Services,Entertainment
193250,링크드,KOSDAQ,Technology,Electronic Components
398120,에스지헬스케어,KOSDAQ,Healthcare,Medical Devices
013810,스페코,KOSDAQ,Basic Materials,Building Materials
023770,플레이위드,KOSDAQ,,(분류 없음)
464500,아이언디바이스,KOSDAQ,Technology,Semiconductors
007770,한일화학,KOSDAQ,Basic Materials,Specialty Chemicals
014100,메디앙스,KOSDAQ,Consumer Defensive,Household & Personal Products
019570,GMI벤처,KOSDAQ,,(분류 없음)
188040,바이오포트,KOSDAQ,Consumer Defensive,Packaged Foods
432980,엠에프씨,KOSDAQ,,(분류 없음)
076080,웰크론한텍,KOSDAQ,,(분류 없음)
352940,인바이오,KOSDAQ,Basic Materials,Agricultural Inputs
032080,아즈텍WB,KOSDAQ,,(분류 없음)
469750,아이비젼웍스,KOSDAQ,Industrials,Specialty Industrial Machinery
405920,나라셀라,KOSDAQ,,(분류 없음)
115480,씨유메디칼,KOSDAQ,,(분류 없음)
043200,파루,KOSDAQ,Industrials,Electrical Equipment & Parts
403490,우듬지팜,KOSDAQ,Consumer Defensive,Farm Products
038870,에코심플렉스,KOSDAQ,,(분류 없음)
080720,한국유니온제약,KOSDAQ,Healthcare,Drug Manufacturers - Specialty & Generic
130740,티피씨글로벌,KOSDAQ,Consumer Cyclical,Auto Parts
065060,지엔코,KOSDAQ,,(분류 없음)
415380,스튜디오삼익,KOSDAQ,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
430690,한싹,KOSDAQ,Technology,Software - Infrastructure
096690,에이루트,KOSDAQ,Technology,Computer Hardware
383930,디티앤씨알오,KOSDAQ,Healthcare,Biotechnology
032280,삼일,KOSDAQ,Industrials,Trucking
309930,조이웍스앤코,KOSDAQ,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
377030,비트맥스,KOSDAQ,Technology,Software - Infrastructure
241840,에이스토리,KOSDAQ,Communication Services,Entertainment
258790,소프트캠프,KOSDAQ,,(분류 없음)
223310,사토시홀딩스,KOSDAQ,Technology,Software - Application
377330,이지트로닉스,KOSDAQ,Technology,Electronic Components
101680,한국정밀기계,KOSDAQ,,(분류 없음)
054410,케이피티유,KOSDAQ,Industrials,Specialty Industrial Machinery
353190,휴럼,KOSDAQ,Consumer Defensive,Packaged Foods
065370,위세아이텍,KOSDAQ,Technology,Information Technology Services
328380,솔트웨어,KOSDAQ,Technology,Software - Infrastructure
090150,아이윈,KOSDAQ,,(분류 없음)
067010,이씨에스,KOSDAQ,,(분류 없음)
153490,우리이앤엘하루틴,KOSDAQ,Industrials,Electrical Equipment & Parts
236810,엔비티,KOSDAQ,Technology,Software - Application
353590,오토앤,KOSDAQ,Consumer Cyclical,Auto Parts
274400,이노시뮬레이션,KOSDAQ,Technology,Software - Infrastructure
131180,딜리,KOSDAQ,,(분류 없음)
362990,드림인사이트,KOSDAQ,Communication Services,Advertising Agencies
200230,텔콘RF제약,KOSDAQ,Healthcare,Drug Manufacturers - Specialty & Generic
277410,인산가,KOSDAQ,Consumer Defensive,Packaged Foods
900110,딥커머스,KOSDAQ,Consumer Cyclical,Apparel Manufacturing
043360,디지아이,KOSDAQ,,(분류 없음)
342870,오아,KOSDAQ,Technology,Consumer Electronics
359090,씨엔알리서치,KOSDAQ,Healthcare,Health Information Services
049120,파인디앤씨,KOSDAQ,Technology,Electronic Components
098660,에스티오,KOSDAQ,,(분류 없음)
347770,핌스,KOSDAQ,Technology,Electronic Components
017250,인터엠,KOSDAQ,Technology,Electronics & Computer Distribution
067730,로지시스,KOSDAQ,Industrials,Specialty Business Services
227610,아우딘퓨쳐스,KOSDAQ,Consumer Defensive,Household & Personal Products
101400,엔시트론,KOSDAQ,Technology,Semiconductors
238200,비피도,KOSDAQ,Consumer Defensive,Packaged Foods
215480,토박스코리아,KOSDAQ,Consumer Cyclical,Apparel Retail
039310,세중,KOSDAQ,Consumer Cyclical,Travel Services
084440,유비온,KOSDAQ,Industrials,Electrical Equipment & Parts
440320,오픈놀,KOSDAQ,Technology,Software - Application
192390,윈하이텍,KOSDAQ,Industrials,Metal Fabrication
275630,에스에스알,KOSDAQ,Technology,Information Technology Services
048830,엔피케이,KOSDAQ,,(분류 없음)
331520,밸로프,KOSDAQ,,(분류 없음)
080470,성창오토텍,KOSDAQ,,(분류 없음)
372800,아이티아이즈,KOSDAQ,,(분류 없음)
056730,CNT85,KOSDAQ,Technology,Communication Equipment
137940,넥스트아이,KOSDAQ,,(분류 없음)
378800,샤페론,KOSDAQ,Healthcare,Biotechnology
016100,리더스코스메틱,KOSDAQ,Consumer Defensive,Household & Personal Products
154030,아시아종묘,KOSDAQ,Basic Materials,Agricultural Inputs
424760,벨로크,KOSDAQ,,(분류 없음)
252500,세화피앤씨,KOSDAQ,Consumer Defensive,Household & Personal Products
361670,삼영에스앤씨,KOSDAQ,Technology,Electronic Components
058450,한주에이알티,KOSDAQ,Technology,Electronic Components
214610,롤링스톤,KOSDAQ,,(분류 없음)
195990,루트K,KOSDAQ,Industrials,Specialty Industrial Machinery
065690,파커스,KOSDAQ,Industrials,Specialty Industrial Machinery
024940,PN풍년,KOSDAQ,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
096870,엘디티,KOSDAQ,Technology,Semiconductors
109670,씨싸이트,KOSDAQ,Consumer Cyclical,Apparel Manufacturing
290560,파라택시스이더리움,KOSDAQ,Technology,Software - Infrastructure
429270,시지트로닉스,KOSDAQ,Technology,Semiconductors
373110,엑셀세라퓨틱스,KOSDAQ,Healthcare,Biotechnology
365900,브이씨,KOSDAQ,,(분류 없음)
031860,디에이치엑스컴퍼니,KOSDAQ,Healthcare,Diagnostics & Research
032800,판타지오,KOSDAQ,Communication Services,Entertainment
317120,라닉스,KOSDAQ,Technology,Semiconductors
088290,이원컴포텍,KOSDAQ,Consumer Cyclical,Auto Parts
073570,리튬포어스,KOSDAQ,Technology,Semiconductors
115570,스타플렉스,KOSDAQ,Industrials,Specialty Business Services
303530,이노뎁,KOSDAQ,Technology,Information Technology Services
037400,우리엔터프라이즈,KOSDAQ,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
322780,코퍼스코리아,KOSDAQ,Communication Services,Entertainment
034940,조아제약,KOSDAQ,Healthcare,Drug Manufacturers - Specialty & Generic
069330,유아이디,KOSDAQ,Technology,Electronic Components
021040,대호특수강,KOSDAQ,,(분류 없음)
023790,동일스틸럭스,KOSDAQ,,(분류 없음)
018620,우진비앤지,KOSDAQ,,(분류 없음)
196700,웹스,KOSDAQ,Basic Materials,Specialty Chemicals
351870,차이커뮤니케이션,KOSDAQ,Communication Services,Advertising Agencies
079950,인베니아,KOSDAQ,,(분류 없음)
438700,버넥트,KOSDAQ,,(분류 없음)
200350,아티스트스튜디오,KOSDAQ,Communication Services,Entertainment
224060,더코디,KOSDAQ,Technology,Semiconductor Equipment & Materials
065650,하이퍼코퍼레이션,KOSDAQ,Healthcare,Biotechnology
140430,카티스,KOSDAQ,Industrials,Building Products & Equipment
115610,이미지스,KOSDAQ,,(분류 없음)
103230,에스앤더블류,KOSDAQ,,(분류 없음)
032680,소프트센,KOSDAQ,,(분류 없음)
060900,에이전트AI,KOSDAQ,Utilities,Utilities - Renewable
405000,플라즈맵,KOSDAQ,Healthcare,Medical Devices
078860,아이오케이이엔엠,KOSDAQ,,(분류 없음)
279600,미디어젠,KOSDAQ,Technology,Software - Application
482680,미래에셋비전스팩7호,KOSDAQ,Financial Services,Shell Companies
154040,다산솔루에타,KOSDAQ,Technology,Electronic Components
006050,국영지앤엠,KOSDAQ,,(분류 없음)
241820,피씨엘,KOSDAQ,Healthcare,Medical Devices
020400,대동금속,KOSDAQ,Industrials,Metal Fabrication
335870,윙스풋,KOSDAQ,Consumer Cyclical,Footwear & Accessories
027580,상보,KOSDAQ,,(분류 없음)
477380,미래에셋비전스팩4호,KOSDAQ,Financial Services,Shell Companies
054220,비츠로시스,KOSDAQ,Industrials,Electrical Equipment & Parts
050760,에스폴리텍,KOSDAQ,,(분류 없음)
115530,씨엔플러스,KOSDAQ,Technology,Electronic Components
303030,지니틱스,KOSDAQ,Technology,Semiconductors
431190,케이쓰리아이,KOSDAQ,Technology,Software - Infrastructure
142760,모아라이프플러스,KOSDAQ,Healthcare,Biotechnology
008470,부스타,KOSDAQ,Industrials,Specialty Industrial Machinery
419540,비스토스,KOSDAQ,,(분류 없음)
018700,졸스,KOSDAQ,Communication Services,Entertainment
083470,이엠앤아이,KOSDAQ,,(분류 없음)
009620,삼보산업,KOSDAQ,Basic Materials,Aluminum
045520,크린앤사이언스,KOSDAQ,Industrials,Specialty Industrial Machinery
012340,뉴인텍,KOSDAQ,,(분류 없음)
060260,뉴보텍,KOSDAQ,Industrials,Building Products & Equipment
110020,전진바이오팜,KOSDAQ,Basic Materials,Specialty Chemicals
0072Z0,KB제33호스팩,KOSDAQ,Financial Services,Shell Companies
051780,큐로홀딩스,KOSDAQ,,(분류 없음)
065770,CS,KOSDAQ,,(분류 없음)
417180,핑거스토리,KOSDAQ,,(분류 없음)
0101C0,하나36호스팩,KOSDAQ,Financial Services,Shell Companies
477340,에이치엠씨제7호스팩,KOSDAQ,Financial Services,Shell Companies
0130H0,엔에이치스팩33호,KOSDAQ,Financial Services,Shell Companies
035620,바른손이앤에이,KOSDAQ,Communication Services,Electronic Gaming & Multimedia
030350,드래곤플라이,KOSDAQ,,(분류 없음)
239340,이스트에이드,KOSDAQ,Communication Services,Internet Content & Information
060230,제이케이시냅스,KOSDAQ,,(분류 없음)
0044K0,삼성스팩10호,KOSDAQ,Financial Services,Shell Companies
344860,이노진,KOSDAQ,,(분류 없음)
473050,유안타제15호스팩,KOSDAQ,Financial Services,Shell Companies
001000,신라섬유,KOSDAQ,Consumer Cyclical,Textile Manufacturing
0115H0,삼성스팩13호,KOSDAQ,Financial Services,Shell Companies
377220,프롬바이오,KOSDAQ,Consumer Defensive,Packaged Foods
131100,티엔엔터테인먼트,KOSDAQ,Basic Materials,Chemicals
354200,엔젠바이오,KOSDAQ,Healthcare,Biotechnology
148780,비큐AI,KOSDAQ,Technology,Software - Application
208640,썸에이지,KOSDAQ,Communication Services,Electronic Gaming & Multimedia
067770,세진티에스,KOSDAQ,,(분류 없음)
478440,미래에셋비전스팩6호,KOSDAQ,Financial Services,Shell Companies
191410,육일씨엔에쓰,KOSDAQ,Technology,Electronic Components
225590,패션플랫폼,KOSDAQ,Financial Services,Asset Management
0165X0,메리츠제2호스팩,KOSDAQ,Financial Services,Shell Companies
226340,본느,KOSDAQ,Consumer Defensive,Household & Personal Products
479880,한국제15호스팩,KOSDAQ,Financial Services,Shell Companies
043590,웰킵스하이텍,KOSDAQ,,(분류 없음)
306040,에스제이그룹,KOSDAQ,Consumer Cyclical,Apparel Manufacturing
0099W0,미래에셋비전스팩11호,KOSDAQ,Financial Services,Shell Companies
177350,베셀,KOSDAQ,Technology,Semiconductors
240600,유진테크놀로지,KOSDAQ,Industrials,Specialty Industrial Machinery
304840,피플바이오,KOSDAQ,,(분류 없음)
352770,셀레스트라,KOSDAQ,Healthcare,Biotechnology
291810,핀텔,KOSDAQ,Industrials,Security & Protection Services
244460,올리패스,KOSDAQ,Healthcare,Biotechnology
489480,키움제11호스팩,KOSDAQ,Financial Services,Shell Companies
0134X0,대신밸런스제20호스팩,KOSDAQ,Financial Services,Shell Companies
481890,엔에이치스팩31호,KOSDAQ,Financial Services,Shell Companies
0164H0,한국제16호스팩,KOSDAQ,Financial Services,Shell Companies
0099X0,IBKS제25호스팩,KOSDAQ,Financial Services,Shell Companies
418620,E8,KOSDAQ,Technology,Software - Application
0096B0,삼성스팩12호,KOSDAQ,Financial Services,Shell Companies
113810,디젠스,KOSDAQ,Consumer Cyclical,Auto Parts
0097F0,미래에셋비전스팩10호,KOSDAQ,Financial Services,Shell Companies
009730,이렘,KOSDAQ,,(분류 없음)
489730,디비금융제13호스팩,KOSDAQ,Financial Services,Shell Companies
471050,대신밸런스제17호스팩,KOSDAQ,Financial Services,Shell Companies
478390,KB제29호스팩,KOSDAQ,Financial Services,Shell Companies
054180,메디콕스,KOSDAQ,Industrials,Aerospace & Defense
131760,파인텍,KOSDAQ,Technology,Electronic Components
0093G0,미래에셋비전스팩8호,KOSDAQ,Financial Services,Shell Companies
900340,윙입푸드,KOSDAQ,Consumer Defensive,Packaged Foods
0037T0,KB제32호스팩,KOSDAQ,Financial Services,Shell Companies
0054V0,엔에이치스팩32호,KOSDAQ,Financial Services,Shell Companies
482520,교보16호스팩,KOSDAQ,Financial Services,Shell Companies
285800,진영,KOSDAQ,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
492220,KB제31호스팩,KOSDAQ,Financial Services,Shell Companies
0131D0,키움히어로제2호스팩,KOSDAQ,Financial Services,Shell Companies
101000,KS인더스트리,KOSDAQ,,(분류 없음)
065570,삼영이엔씨,KOSDAQ,,(분류 없음)
0091W0,신영스팩11호,KOSDAQ,Financial Services,Shell Companies
0088D0,메리츠제1호스팩,KOSDAQ,Financial Services,Shell Companies
0041L0,하나35호스팩,KOSDAQ,Financial Services,Shell Companies
028080,휴맥스홀딩스,KOSDAQ,Technology,Communication Equipment
477760,DB금융스팩12호,KOSDAQ,Financial Services,Shell Companies
0132G0,교보20호스팩,KOSDAQ,Financial Services,Shell Companies
482690,대신밸런스제19호스팩,KOSDAQ,Financial Services,Shell Companies
469900,하나31호스팩,KOSDAQ,Financial Services,Shell Companies
069920,엑시온그룹,KOSDAQ,,(분류 없음)
900100,파이온엑스,KOSDAQ,,(분류 없음)
247660,나노씨엠에스,KOSDAQ,Basic Materials,Chemicals
0071M0,삼성스팩11호,KOSDAQ,Financial Services,Shell Companies
474660,신한제12호스팩,KOSDAQ,Financial Services,Shell Companies
487360,신한제14호스팩,KOSDAQ,Financial Services,Shell Companies
474490,유안타제16호스팩,KOSDAQ,Financial Services,Shell Companies
073190,듀오백,KOSDAQ,Industrials,Business Equipment & Supplies
477470,미래에셋비전스팩5호,KOSDAQ,Financial Services,Shell Companies
289010,아이스크림에듀,KOSDAQ,Consumer Defensive,Education & Training Services
0105P0,유진스팩12호,KOSDAQ,Financial Services,Shell Companies
496070,신한제16호스팩,KOSDAQ,Financial Services,Shell Companies
389680,유디엠텍,KOSDAQ,Technology,Information Technology Services
0129K0,신한제18호스팩,KOSDAQ,Financial Services,Shell Companies
0096D0,미래에셋비전스팩9호,KOSDAQ,Financial Services,Shell Companies
900270,헝셩그룹,KOSDAQ,Consumer Cyclical,Leisure
002680,한탑,KOSDAQ,Consumer Defensive,Farm Products
486630,KB제30호스팩,KOSDAQ,Financial Services,Shell Companies
0098T0,교보19호스팩,KOSDAQ,Financial Services,Shell Companies
060480,국일신동,KOSDAQ,Basic Materials,Other Industrial Metals & Mining
493790,유안타제17호스팩,KOSDAQ,Financial Services,Shell Companies
250930,예선테크,KOSDAQ,Basic Materials,Specialty Chemicals
0004Y0,디비금융제14호스팩,KOSDAQ,Financial Services,Shell Companies
0130D0,신한제17호스팩,KOSDAQ,Financial Services,Shell Companies
043100,알파AI,KOSDAQ,,(분류 없음)
489210,교보17호스팩,KOSDAQ,Financial Services,Shell Companies
478110,이베스트스팩6호,KOSDAQ,Financial Services,Shell Companies
466690,키움히어로제1호스팩,KOSDAQ,Financial Services,Shell Companies
498390,한화플러스제5호스팩,KOSDAQ,Financial Services,Shell Companies
0041B0,교보18호스팩,KOSDAQ,Financial Services,Shell Companies
225430,케이엠제약,KOSDAQ,Financial Services,Asset Management
472220,신영스팩10호,KOSDAQ,Financial Services,Shell Companies
900120,씨엑스아이,KOSDAQ,Healthcare,Drug Manufacturers - Specialty & Generic
488060,유진스팩11호,KOSDAQ,Financial Services,Shell Companies
308100,형지글로벌,KOSDAQ,Consumer Cyclical,Apparel Retail
106080,케이이엠텍,KOSDAQ,Technology,Electronic Components
025870,신라에스지,KOSDAQ,Consumer Defensive,Packaged Foods
084180,수성웹툰,KOSDAQ,,(분류 없음)
484130,하나34호스팩,KOSDAQ,Financial Services,Shell Companies
469480,IBKS제24호스팩,KOSDAQ,Financial Services,Shell Companies
473950,에스케이증권제13호스팩,KOSDAQ,Financial Services,Shell Companies
465320,교보15호스팩,KOSDAQ,Financial Services,Shell Companies
468760,유진스팩10호,KOSDAQ,Financial Services,Shell Companies
